time,T(^oC),RH(%),WD,WS(m/s),CO(ppm),NO(ppb),NO2(ppb),O3(ppb),SO2(ppb),CH4(ppm),THC(ppm),NMHC(ppm)
2021/2/11 19:44,17.6,84.3,336,3.93,0.246,1.43,6.12,34.3,2,1.9,1.92,0.02
2021/2/11 19:45,17.6,84.4,342.5,3.61,0.235,1.55,6.65,34.1,1.7,1.9,1.92,0.02
2021/2/11 19:46,17.7,84.5,347.2,2.18,0.227,1.67,6.76,34.4,1.7,1.9,1.92,0.02
2021/2/11 19:47,17.7,84.6,351.1,2.82,0.243,1.57,6.61,33.3,1.1,1.9,1.92,0.02
2021/2/11 19:48,17.7,84.4,352.7,4.15,0.262,1.43,6.87,33.3,1.4,1.9,1.93,0.03
2021/2/11 19:49,17.6,84.5,336.4,3.14,0.247,1.27,6.47,33.3,1.6,1.91,1.93,0.02
2021/2/11 19:50,17.6,84.5,342.4,2.63,0.234,1.27,6.26,33.6,0.8,1.9,1.93,0.02
2021/2/11 19:51,17.6,84.5,327.2,5.43,0.254,1.29,6.4,33,1.7,1.9,1.93,0.03
2021/2/11 19:52,17.6,84.4,338.8,4.5,0.239,1.27,6.36,34.4,0.9,1.9,1.92,0.02
2021/2/11 19:53,17.6,84.4,330,4.93,0.225,1.08,6.14,34.5,0.6,1.9,1.91,0.01
2021/2/11 19:54,17.6,84.5,331.2,4.13,0.226,0.83,5.82,34.9,1.8,1.9,1.92,0.01
2021/2/11 19:55,17.6,84.5,350.3,4,0.253,0.74,5.79,34.3,1.3,1.9,1.91,0.01
2021/2/11 19:56,17.6,84.5,342.3,4.72,0.258,0.91,5.86,35,1.2,1.9,1.91,0.01
2021/2/11 19:57,17.6,84.5,328.7,4.28,0.261,1.09,5.77,34.4,1.5,1.9,1.91,0.01
2021/2/11 19:58,17.5,84.5,334.6,4.06,0.249,1.02,5.91,34.4,1.1,1.9,1.92,0.02
2021/2/11 19:59,17.5,84.5,325.3,3.88,0.26,0.89,5.88,34.1,1.6,1.9,1.92,0.02
2021/2/11 20:00,17.5,84.6,330.2,4.56,0.263,0.85,5.91,34.1,1.4,1.9,1.92,0.02
2021/2/11 20:01,17.5,84.6,326.6,5.5,0.229,0.98,6.05,34,1.8,1.9,1.92,0.02
2021/2/11 20:02,17.5,84.6,322.5,4.53,0.245,1.05,6.05,34.6,2.1,1.9,1.91,0.01
2021/2/11 20:03,17.5,84.5,339.6,4.41,0.214,0.91,6.46,34.5,1.6,1.9,1.91,0.01
2021/2/11 20:04,17.5,84.7,343,3.65,0.225,0.9,6.54,34.3,0.8,1.89,1.91,0.02
2021/2/11 20:05,17.6,84.7,335.1,5.16,0.241,0.72,6.76,34.5,1.2,1.9,1.91,0.01
2021/2/11 20:06,17.5,84.7,321.2,4.12,0.221,0.4,6.73,34.3,0.7,1.9,1.91,0.01
2021/2/11 20:07,17.5,84.6,334.4,4.29,0.281,0.28,6.63,34.5,2,1.9,1.91,0.01
2021/2/11 20:08,17.5,84.7,2.2,3.47,0.251,0.48,6.4,34.1,1.6,1.89,1.91,0.02
2021/2/11 20:09,17.5,84.8,336,3.16,0.226,0.7,6.48,34.3,1.4,1.9,1.92,0.02
2021/2/11 20:10,17.5,84.7,322,4.35,0.224,0.9,6.32,33.4,1.9,1.9,1.92,0.02
2021/2/11 20:11,17.5,84.7,333.7,5.04,0.233,1.12,5.89,34.1,1.3,1.9,1.92,0.02
2021/2/11 20:12,17.5,84.7,328.8,5.06,0.247,0.71,5.84,34.2,1.5,1.9,1.92,0.02
2021/2/11 20:13,17.5,84.7,311.1,2.76,0.261,0.37,5.96,34.3,1.9,1.9,1.92,0.02
2021/2/11 20:14,17.5,84.8,330.2,4.17,0.242,0.42,5.36,33.7,1.5,1.9,1.92,0.02
2021/2/11 20:15,17.5,84.7,333.1,3.66,0.229,0.59,5.73,33.8,1.1,1.9,1.92,0.02
2021/2/11 20:16,17.5,84.8,334.6,4.41,0.236,0.43,6.27,33.4,1,1.9,1.93,0.02
2021/2/11 20:17,17.5,84.8,352.9,4.46,0.265,0.8,6.64,33.7,1.2,1.9,1.93,0.03
2021/2/11 20:18,17.5,84.9,5.7,3.58,0.239,1.26,6.7,33.8,0.7,1.91,1.94,0.03
2021/2/11 20:19,17.5,84.8,317.2,3.8,0.23,1.52,6.58,33.8,1.5,1.9,1.94,0.03
2021/2/11 20:20,17.5,84.8,333.7,3.47,0.227,0.98,6.63,34.6,1.7,1.9,1.93,0.03
2021/2/11 20:21,17.5,84.8,2.1,3.51,0.255,0.32,7,34.1,1.3,1.9,1.93,0.03
2021/2/11 20:22,17.5,84.8,341.6,3.97,0.227,0.29,7.02,34.1,1,1.9,1.93,0.03
2021/2/11 20:23,17.5,84.8,318.4,5.36,0.246,0.37,7.13,33.6,1.8,1.9,1.93,0.03
2021/2/11 20:24,17.5,84.8,335.1,4.87,0.24,0.43,6.92,34.3,1,1.9,1.93,0.03
2021/2/11 20:25,17.4,84.8,345.6,4.31,0.233,0.77,6.37,34.1,1.6,1.9,1.93,0.03
2021/2/11 20:26,17.4,84.9,356.9,4.14,0.21,1.64,6,34.4,1.5,1.9,1.93,0.03
2021/2/11 20:27,17.4,84.8,329.4,3.48,0.228,2.23,6.08,33.6,1.3,1.9,1.93,0.03
2021/2/11 20:28,17.4,84.8,334.5,3.58,0.223,1.67,6.6,34.4,1.4,1.9,1.93,0.03
2021/2/11 20:29,17.4,84.8,327.8,4.03,0.233,1.26,6.79,33.7,1.6,1.89,1.93,0.03
2021/2/11 20:30,17.4,84.8,327.5,5.15,0.22,0.86,6.82,34.5,1.2,1.89,1.92,0.03
2021/2/11 20:31,17.4,84.8,328.7,4.74,0.225,0.61,6.86,34.8,1.5,1.89,1.92,0.03
2021/2/11 20:32,17.3,84.9,347.9,3.1,0.219,0.7,6.84,34.9,1.4,1.89,1.92,0.03
2021/2/11 20:33,17.4,84.9,351.4,4.47,0.244,1.19,7.18,34.7,1.4,1.9,1.93,0.03
2021/2/11 20:34,17.3,84.9,342.7,4.47,0.236,1.26,7.32,34.8,1.1,1.89,1.92,0.03
2021/2/11 20:35,17.3,85,331.7,3.14,0.182,1.47,7.11,34.6,2.4,1.9,1.92,0.02
2021/2/11 20:36,17.3,84.9,324.5,4.27,0.202,1.77,6.77,34.3,2,1.89,1.92,0.03
2021/2/11 20:37,17.3,85,348.9,4.25,0.236,1.4,6.35,34.7,2.1,1.89,1.92,0.03
2021/2/11 20:38,17.3,85,2.7,4.48,0.221,0.86,6.36,34.5,2.1,1.89,1.92,0.03
2021/2/11 20:39,17.4,85.1,334.1,4.2,0.204,0.49,6.33,34.7,2.1,1.9,1.92,0.02
2021/2/11 20:40,17.3,85,4.7,4.23,0.221,0.76,5.77,34.2,1.5,1.89,1.92,0.03
2021/2/11 20:41,17.4,85.1,339.8,3.48,0.188,0.98,5.92,34.9,1.8,1.89,1.92,0.03
2021/2/11 20:42,17.4,85.1,354.6,3.94,0.203,1.25,6.38,34.1,1.2,1.89,1.92,0.03
2021/2/11 20:43,17.4,85.1,351.1,3.4,0.221,1.26,5.58,34.3,1,1.89,1.92,0.03
2021/2/11 20:44,17.4,85,331,4.29,0.232,1.21,5.16,34.4,2.3,1.89,1.92,0.03
2021/2/11 20:45,17.3,85,347.6,4.31,0.218,1.29,5.63,34.9,1.5,1.89,1.92,0.03
2021/2/11 20:46,17.3,85.1,27,3.02,0.203,1.2,5.78,34.3,2,1.89,1.92,0.03
2021/2/11 20:47,17.4,85.2,349.5,2.74,0.213,1.19,6.23,34.7,1.3,1.89,1.92,0.03
2021/2/11 20:48,17.4,85.1,347.9,3.12,0.212,1.19,6.36,34,2.2,1.9,1.92,0.02
2021/2/11 20:49,17.4,85,335.7,3.74,0.216,1.12,6.13,34.5,1.9,1.89,1.92,0.03
2021/2/11 20:50,17.3,84.9,338.1,4.59,0.221,0.96,5.95,34.5,1.4,1.89,1.92,0.03
2021/2/11 20:51,17.3,85,340.6,4.23,0.196,0.73,6.08,34.6,1.6,1.89,1.91,0.02
2021/2/11 20:52,17.3,85.1,344.9,3.51,0.207,0.79,6.1,34.6,2,1.89,1.91,0.02
2021/2/11 20:53,17.3,85.1,334.8,4.5,0.229,0.87,6.34,34.3,1.7,1.89,1.91,0.02
2021/2/11 20:54,17.3,85,356.7,3.29,0.208,0.96,6.55,35,1.3,1.89,1.9,0.01
2021/2/11 20:55,17.3,85,17.1,5.12,0.212,1.45,6.38,34.9,2.4,1.89,1.91,0.02
2021/2/11 20:56,17.3,85.2,352.7,2.4,0.2,1.81,6.33,34.9,1,1.89,1.91,0.02
2021/2/11 20:57,17.3,85.1,327.4,2.9,0.186,1.98,6.26,34.1,1.2,1.89,1.91,0.02
2021/2/11 20:58,17.3,85.2,343.3,3.18,0.212,2.43,5.97,34.8,1.4,1.89,1.91,0.02
2021/2/11 20:59,17.3,85.1,334.5,3.89,0.197,2.63,6.06,34.3,1.2,1.89,1.91,0.02
2021/2/11 21:00,17.3,85.1,14.4,3,0.208,2.75,6.13,34.5,1.4,1.89,1.91,0.02
2021/2/11 21:01,17.3,85.2,353.3,3.92,0.197,2.29,6.49,34.1,1.4,1.89,1.91,0.02
2021/2/11 21:02,17.3,85.2,351,3.53,0.199,1.41,6.82,34.4,1.8,1.89,1.91,0.02
2021/2/11 21:03,17.3,85.2,348.9,2.67,0.182,0.49,7.06,34.2,1.9,1.89,1.91,0.02
2021/2/11 21:04,17.3,85.2,330.2,3.09,0.204,-0.32,7.28,33.9,1.5,1.89,1.91,0.02
2021/2/11 21:05,17.3,85.3,6.8,2.83,0.202,-0.2,7.07,33.5,1.4,1.9,1.91,0.01
2021/2/11 21:06,17.3,85.3,338,2.53,0.227,-0.18,7.25,33,1.3,1.9,1.92,0.02
2021/2/11 21:07,17.3,85.4,350.4,2.39,0.205,0.14,7.42,32.8,2.1,1.9,1.92,0.02
2021/2/11 21:08,17.4,85.4,319.6,1.74,0.221,0.43,7.27,32.2,1.9,1.9,1.92,0.02
2021/2/11 21:09,17.4,85.5,346.5,2.82,0.202,0.91,7.19,32.3,2.1,1.9,1.92,0.02
2021/2/11 21:10,17.4,85.2,338.6,2.7,0.221,1.21,7.42,32.6,1.1,1.9,1.92,0.01
2021/2/11 21:11,17.4,85.3,345,4.06,0.209,1.63,7.45,33,1.8,1.9,1.91,0.02
2021/2/11 21:12,17.4,85.3,353.5,3.49,0.206,1.63,6.84,32.9,1.3,1.89,1.91,0.02
2021/2/11 21:13,17.3,85.2,345.7,3.75,0.204,1.23,6.28,33.7,1.2,1.89,1.91,0.01
2021/2/11 21:14,17.2,85.2,336,3.84,0.209,1,6.09,33.5,0.9,1.89,1.9,0.01
2021/2/11 21:15,17.2,85.2,343.7,3.64,0.169,0.51,6.25,34.3,1.3,1.89,1.9,0.01
2021/2/11 21:16,17.2,85.3,322.5,4.66,0.184,0.51,5.78,34,1.6,1.89,1.9,0.01
2021/2/11 21:17,17.2,85.3,321.2,3.55,0.213,0.6,5.35,34.2,1.6,1.89,1.91,0.01
2021/2/11 21:18,17.2,85.3,338.2,4.49,0.206,0.71,5.12,33.8,1.5,1.89,1.91,0.02
2021/2/11 21:19,17.2,85.3,331.5,4.74,0.205,0.6,4.99,34.1,1.7,1.88,1.9,0.02
2021/2/11 21:20,17.2,85.3,342.7,2.96,0.184,0.4,5.21,34,1.3,1.88,1.9,0.02
2021/2/11 21:21,17.2,85.4,350.4,2.86,0.192,0.16,5.31,33.9,1.1,1.89,1.91,0.02
2021/2/11 21:22,17.2,85.4,348.9,3.88,0.213,0.31,5.24,33.7,1.2,1.89,1.91,0.02
2021/2/11 21:23,17.2,85.4,340.9,4.66,0.2,0.24,5.46,33.5,1.5,1.89,1.9,0.01
2021/2/11 21:24,17.2,85.5,324.8,4.63,0.218,0.3,5.44,34,1,1.89,1.91,0.02
2021/2/11 21:25,17.2,85.5,341.3,4.21,0.202,1.13,4.93,33.2,1.7,1.89,1.91,0.02
2021/2/11 21:26,17.1,85.5,341.9,4.63,0.206,1.34,4.9,34.2,0.9,1.89,1.91,0.01
2021/2/11 21:27,17.1,85.5,329.6,3.81,0.21,0.75,5.52,33.8,0.9,1.89,1.91,0.02
2021/2/11 21:28,17.1,85.5,332.5,5.57,0.204,0.89,5.6,33.9,1.5,1.89,1.91,0.02
2021/2/11 21:29,17.1,85.5,330.4,5,0.215,1.28,5.67,33.9,1.1,1.89,1.91,0.02
2021/2/11 21:30,17.1,85.5,324.5,5.3,0.194,1.53,5.66,34.5,0.9,1.88,1.91,0.02
2021/2/11 21:31,17.1,85.6,348.9,4.81,0.176,1.74,5.68,34.4,1.4,1.88,1.91,0.03
2021/2/11 21:32,17.1,85.6,348.5,3.73,0.189,2.01,5.43,34.3,1.5,1.89,1.91,0.02
2021/2/11 21:33,17.1,85.6,334.1,4.2,0.191,2.05,5.24,33.8,1.6,1.89,1.91,0.02
2021/2/11 21:34,17.1,85.6,355.5,3.07,0.177,1.71,5.23,34.4,1.4,1.88,1.91,0.02
2021/2/11 21:35,17.1,85.7,333.4,5.28,0.204,1.3,5.67,33.9,1.5,1.89,1.91,0.02
2021/2/11 21:36,17.1,85.6,345.7,5.28,0.189,1.19,5.9,34.5,1.9,1.88,1.91,0.03
2021/2/11 21:37,17.1,85.6,342,5.6,0.178,1.18,5.89,34.5,1.3,1.88,1.91,0.03
2021/2/11 21:38,17.1,85.6,331.9,4.8,0.191,1.11,5.7,34.6,0.7,1.88,1.91,0.03
2021/2/11 21:39,17.1,85.7,354.4,4.35,0.192,1.08,5.7,34.6,0.7,1.88,1.91,0.03
2021/2/11 21:40,17.1,85.8,348.7,3.43,0.193,1.57,5.11,34.1,1.6,1.89,1.91,0.02
2021/2/11 21:41,17.1,85.8,324.9,4.42,0.195,1.95,4.71,34,1.2,1.89,1.91,0.03
2021/2/11 21:42,17.1,85.8,10,3.44,0.189,3.05,3.57,34.2,1.9,1.89,1.92,0.03
2021/2/11 21:43,17.1,85.9,339.6,4.06,0.218,1.49,4.95,33.7,1.7,1.89,1.93,0.04
2021/2/11 21:44,17.1,85.8,325.1,3.68,0.207,-0.23,6.5,33.4,1.1,1.89,1.92,0.03
2021/2/11 21:45,17.1,85.8,331.9,4.27,0.184,-0.15,6.8,33.5,0.6,1.89,1.92,0.03
2021/2/11 21:46,17.1,85.9,335.8,3.57,0.176,0.76,6.22,33.7,1.2,1.89,1.92,0.03
2021/2/11 21:47,17.1,85.8,331,3.44,0.21,0.73,6.04,33.9,1.8,1.89,1.93,0.03
2021/2/11 21:48,17.1,85.9,47.5,2.71,0.202,0.24,6.36,33.2,1.4,1.89,1.93,0.04
2021/2/11 21:49,17.2,86,339.8,2.95,0.189,0.28,6.18,33.6,1.3,1.89,1.93,0.04
2021/2/11 21:50,17.1,85.9,325.3,4.34,0.182,0.58,5.67,33.2,1.3,1.89,1.93,0.04
2021/2/11 21:51,17.1,85.8,340.3,3,0.209,0.3,5.7,33.5,1.4,1.89,1.93,0.04
2021/2/11 21:52,17.1,85.9,330.3,2.99,0.199,0.43,6.34,33,1.6,1.89,1.93,0.04
2021/2/11 21:53,17.1,85.9,338.8,3.2,0.196,0.99,6.28,33.4,1.4,1.89,1.93,0.04
2021/2/11 21:54,17.1,85.9,327.8,3.46,0.196,1.62,6.34,33.1,1.5,1.89,1.93,0.04
2021/2/11 21:55,17.1,85.9,335.1,5.14,0.191,1.71,6.44,33.1,1.4,1.89,1.93,0.04
2021/2/11 21:56,17,85.9,334.4,4.47,0.234,1.61,6.39,33,1.6,1.89,1.93,0.04
2021/2/11 21:57,17,85.8,335.5,6.18,0.22,1.61,6.47,33.4,2.1,1.89,1.92,0.03
2021/2/11 21:58,17,85.8,328.8,4.75,0.17,2.2,5.85,34,1.4,1.88,1.92,0.04
2021/2/11 21:59,17,85.8,332.6,4.71,0.194,2.25,5.6,34.3,2,1.88,1.92,0.04
2021/2/11 22:00,17,85.9,349.3,4.53,0.173,2.07,5.79,34.1,2,1.89,1.92,0.03
2021/2/11 22:01,17,85.9,347.1,3.91,0.19,2.09,6.01,34.2,1.7,1.88,1.92,0.04
2021/2/11 22:02,17,86,323.3,2.13,0.203,1.87,6.1,34.1,1.6,1.89,1.92,0.03
2021/2/11 22:03,17,86,330,3.68,0.179,1.56,6.13,33.1,1.7,1.89,1.92,0.03
2021/2/11 22:04,17,85.9,321.9,4.12,0.187,1.59,5.98,33.5,0.7,1.89,1.92,0.03
2021/2/11 22:05,17,86,2.8,3.47,0.175,1.74,6.42,33.1,1,1.89,1.92,0.03
2021/2/11 22:06,17,86,336.7,5.04,0.179,1.56,6.51,33.4,1.4,1.89,1.92,0.03
2021/2/11 22:07,17,86,339.2,4.91,0.211,1.17,6.25,33.1,1.7,1.89,1.91,0.02
2021/2/11 22:08,17,85.9,330.1,5.31,0.19,1.11,6.16,33.7,1.2,1.89,1.91,0.02
2021/2/11 22:09,16.9,86,342.9,4.85,0.185,1.24,6.57,33.7,1.9,1.89,1.91,0.02
2021/2/11 22:10,16.9,86,351.3,2.46,0.176,1.22,6.1,33.7,0.9,1.89,1.92,0.02
2021/2/11 22:11,17,86,329.7,4.29,0.178,1.4,6.08,33.2,0.9,1.89,1.92,0.03
2021/2/11 22:12,17,86,324.4,3.54,0.191,1.41,6.13,33.4,1.6,1.9,1.93,0.03
2021/2/11 22:13,16.9,86,324.8,3.82,0.183,1.1,5.8,33.1,1.5,1.9,1.93,0.03
2021/2/11 22:14,16.9,86,344.1,4.09,0.197,0.99,6.03,32.4,1.1,1.9,1.93,0.03
2021/2/11 22:15,16.9,86,335.6,4.17,0.197,1.1,6.16,33.4,1,1.89,1.92,0.03
2021/2/11 22:16,16.9,86,346.8,3.58,0.176,1.18,6.35,33.2,1.2,1.89,1.92,0.03
2021/2/11 22:17,16.9,86,343.8,3.88,0.193,1.26,6.54,33.2,1.7,1.89,1.92,0.03
2021/2/11 22:18,16.9,86,330.6,3.36,0.185,1.38,6.24,33.1,1.4,1.89,1.92,0.02
2021/2/11 22:19,16.9,86,341.6,4.47,0.167,1.65,5.83,33.3,1.4,1.89,1.91,0.02
2021/2/11 22:20,16.9,86.1,347.4,4.34,0.168,1.87,5.86,33.5,1.7,1.88,1.91,0.02
2021/2/11 22:21,16.9,86,332.9,5.56,0.18,2.21,5.48,33.7,1.1,1.89,1.9,0.01
2021/2/11 22:22,16.9,86,341.1,3.78,0.197,1.97,5.64,33.6,1.2,1.88,1.9,0.02
2021/2/11 22:23,16.9,86,318.5,4.15,0.178,1.65,5.7,34.1,1,1.89,1.91,0.02
2021/2/11 22:24,16.9,86.1,353.3,2.4,0.195,1.34,5.88,33.2,0.8,1.89,1.91,0.02
2021/2/11 22:25,17,86.2,345.7,2.67,0.169,0.55,5.94,33,1.4,1.89,1.91,0.02
2021/2/11 22:26,17,86.2,325.9,4.56,0.175,0.14,5.78,32.8,1.1,1.89,1.91,0.02
2021/2/11 22:27,17,86,325.3,4.92,0.181,0.25,5.61,33.5,1.5,1.89,1.91,0.02
2021/2/11 22:28,16.9,86,346.2,4.5,0.186,0.08,5.67,33.6,1.7,1.89,1.91,0.02
2021/2/11 22:29,16.9,86.1,332.7,3.49,0.189,-0.12,6.19,33.6,1.6,1.89,1.91,0.02
2021/2/11 22:30,16.9,86.1,343.1,2.9,0.163,0.01,6.2,33.3,1.4,1.89,1.91,0.02
2021/2/11 22:31,16.9,86.1,329.5,5,0.178,0.4,5.87,32.8,1.6,1.89,1.91,0.02
2021/2/11 22:32,16.9,86.1,334.3,3.73,0.178,0.64,6.14,32.8,1.5,1.89,1.91,0.02
2021/2/11 22:33,16.9,86.1,337,4.17,0.191,0.53,5.6,32.6,1.6,1.89,1.91,0.02
2021/2/11 22:34,16.9,86,326.5,4.54,0.184,-0.16,4.78,32.8,1.2,1.89,1.9,0.01
2021/2/11 22:35,16.9,86.1,339.8,3.86,0.193,-0.59,5.06,32.8,1.8,1.89,1.9,0.01
2021/2/11 22:36,16.9,86.1,334.8,5.12,0.175,0.33,5.49,32.6,0.9,1.89,1.9,0.01
2021/2/11 22:37,16.9,86.1,342.9,2.59,0.178,0.46,5.59,33.1,1.3,1.89,1.9,0.01
2021/2/11 22:38,16.9,86.2,355.1,3.22,0.18,0.61,5.11,33.4,1.8,1.89,1.9,0.01
2021/2/11 22:39,16.9,86.1,356.5,3.67,0.178,1.47,5.78,32.8,1.5,1.89,1.9,0.01
2021/2/11 22:40,16.9,86.1,331,3.19,0.147,2.11,6,33.2,1.3,1.89,1.9,0.01
2021/2/11 22:41,16.9,86,332.6,3.69,0.178,1.81,5.95,32.8,2.1,1.89,1.91,0.02
2021/2/11 22:42,16.9,86,339.6,4.49,0.196,0.41,6.32,33.4,1.9,1.89,1.91,0.02
2021/2/11 22:43,16.9,86.1,346.9,3.43,0.194,0.45,5.27,33,1.1,1.89,1.9,0.01
2021/2/11 22:44,16.9,86.1,323.1,5.48,0.201,0.24,5.14,33.1,0.9,1.89,1.91,0.01
2021/2/11 22:45,16.9,86.1,325.7,4.95,0.159,0.41,5.57,33.2,1.5,1.89,1.91,0.02
2021/2/11 22:46,16.9,86.1,355.5,3.42,0.143,-0.08,5.66,33.2,0.7,1.9,1.92,0.02
2021/2/11 22:47,16.9,86.1,8.7,3.22,0.172,-0.77,6.04,32.9,1.5,1.9,1.92,0.02
2021/2/11 22:48,16.9,86.2,10.9,2.66,0.195,-0.6,6.28,32.6,1.5,1.9,1.92,0.02
2021/2/11 22:49,17,86.2,343.8,2.7,0.18,-0.19,6.47,32.7,1.6,1.9,1.92,0.02
2021/2/11 22:50,16.9,86.1,329.3,3.66,0.196,-0.19,6.51,32.4,1.5,1.9,1.92,0.02
2021/2/11 22:51,16.9,86,318.3,3.21,0.184,0.07,6.44,32.9,2.2,1.9,1.92,0.02
2021/2/11 22:52,16.9,86.1,318.4,3.84,0.184,0.77,6.37,32.5,1.4,1.9,1.92,0.02
2021/2/11 22:53,16.9,86.1,354.5,3.69,0.198,0.48,6.55,32.7,2.1,1.89,1.92,0.02
2021/2/11 22:54,16.9,86.1,332.7,3.19,0.169,0.27,6.96,32.3,2,1.89,1.91,0.02
2021/2/11 22:55,16.9,86,327.5,5.23,0.156,0.93,6.64,33.2,1.6,1.89,1.91,0.02
2021/2/11 22:56,16.8,85.9,324.2,4.85,0.173,1.03,6,33.4,1.6,1.89,1.9,0.01
2021/2/11 22:57,16.8,86,328.2,3.3,0.186,0.64,5.55,34.3,1.2,1.89,1.91,0.02
2021/2/11 22:58,16.8,86,1.9,4.01,0.187,-0.18,5.44,33.7,1.3,1.89,1.91,0.02
2021/2/11 22:59,16.8,86.1,358.6,3.47,0.166,-0.3,5.72,33.7,1.5,1.89,1.91,0.02
2021/2/11 23:00,16.8,86,334.9,3.4,0.171,-0.41,6.29,33.1,1.9,1.89,1.91,0.02
2021/2/11 23:01,16.8,86.1,348.5,4.3,0.168,-0.32,6.21,33.1,1.7,1.89,1.91,0.02
2021/2/11 23:02,16.8,86.1,356.3,2.71,0.17,1.04,6.83,33.2,0.9,1.89,1.9,0.01
2021/2/11 23:03,16.8,86.1,333.5,4.46,0.169,0.86,5.81,33,2,1.89,1.91,0.02
2021/2/11 23:04,16.8,86,326.3,4.61,0.154,0.81,5.35,33,1.5,1.89,1.91,0.01
2021/2/11 23:05,16.8,86,333.7,4.17,0.165,0.3,5.84,33.2,1.1,1.89,1.91,0.02
2021/2/11 23:06,16.8,86,316.8,3.93,0.168,0.29,5.69,33.1,1.7,1.89,1.91,0.02
2021/2/11 23:07,16.8,86,325.7,3.09,0.14,0.74,5.26,33,1.3,1.89,1.91,0.02
2021/2/11 23:08,16.8,86.1,335.4,4.14,0.193,1.28,4.97,33.1,1.6,1.9,1.91,0.01
2021/2/11 23:09,16.8,86.1,338.6,2.38,0.159,1.93,4.49,32.7,1.6,1.89,1.91,0.02
2021/2/11 23:10,16.8,86.1,342.4,3.57,0.181,1.1,5.17,33.1,1.8,1.9,1.91,0.02
2021/2/11 23:11,16.8,86.1,329.6,4.04,0.171,0.27,5.95,32.7,1.4,1.9,1.92,0.02
2021/2/11 23:12,16.8,86.1,3,3.04,0.184,0.47,5.89,33.2,1.5,1.9,1.92,0.02
2021/2/11 23:13,16.8,86.1,326.7,3.88,0.159,0.93,5.75,33.1,1.3,1.9,1.92,0.02
2021/2/11 23:14,16.8,86.1,337.2,4.21,0.181,0.71,5.99,33.4,1.7,1.9,1.91,0.01
2021/2/11 23:15,16.8,86.1,332,4.64,0.173,0.68,6.04,33,1.5,1.89,1.91,0.02
2021/2/11 23:16,16.7,86,331.7,4.74,0.192,0.76,6.07,33.3,1.3,1.9,1.92,0.02
2021/2/11 23:17,16.7,86,340.8,5.14,0.184,0.81,5.98,33.3,2.1,1.89,1.92,0.02
2021/2/11 23:18,16.7,86,328.1,3.9,0.144,0.74,5.98,33.7,1.5,1.89,1.91,0.02
2021/2/11 23:19,16.7,86.1,317.3,2.99,0.18,0.47,5.89,33.6,1.6,1.89,1.92,0.02
2021/2/11 23:20,16.7,86.1,337.3,4.81,0.199,0.09,5.99,33.1,2.1,1.9,1.92,0.02
2021/2/11 23:21,16.7,86.2,325.4,3.45,0.192,-0.07,5.96,33.5,1.6,1.89,1.91,0.02
2021/2/11 23:22,16.7,86.1,322.9,5.1,0.161,0.15,5.84,33.1,1.5,1.89,1.92,0.02
2021/2/11 23:23,16.7,86.1,332.7,4.53,0.172,-0.08,5.94,33.5,1.2,1.89,1.91,0.02
2021/2/11 23:24,16.7,86.1,314.7,2.12,0.16,-0.15,5.93,33.1,1.4,1.9,1.92,0.02
2021/2/11 23:25,16.7,86.3,321.7,2.39,0.159,0,5.83,33.1,1.5,1.9,1.92,0.02
2021/2/11 23:26,16.7,86.2,330.3,2.88,0.188,0.11,6.01,32.6,1.3,1.9,1.92,0.02
2021/2/11 23:27,16.7,86.2,354.2,2.4,0.179,0.61,5.94,32.7,1.6,1.9,1.93,0.03
2021/2/11 23:28,16.8,86.2,355.4,4.19,0.189,0.78,5.81,32.5,1.6,1.91,1.93,0.02
2021/2/11 23:29,16.8,86.2,10.6,2.63,0.163,0.29,6.12,32.9,1.2,1.9,1.92,0.02
2021/2/11 23:30,16.8,86.2,348.5,3.39,0.196,0.31,5.99,32.1,1.8,1.9,1.92,0.02
2021/2/11 23:31,16.7,86.2,326.1,3.66,0.181,0.31,6.02,32.7,1.9,1.9,1.93,0.03
2021/2/11 23:32,16.7,86.2,346,2.77,0.177,0.22,6.23,32.3,1.5,1.9,1.92,0.02
2021/2/11 23:33,16.7,86.2,311.9,2.78,0.192,0.39,6.25,32.8,2.3,1.9,1.92,0.02
2021/2/11 23:34,16.7,86.2,356.5,4.3,0.167,0.44,6.18,32.5,1.3,1.9,1.92,0.02
2021/2/11 23:35,16.7,86.1,333.2,2.8,0.185,0.16,5.99,33,1.2,1.9,1.92,0.02
2021/2/11 23:36,16.7,86.3,328.3,3.15,0.183,0.26,5.73,32.6,2.3,1.9,1.92,0.02
2021/2/11 23:37,16.7,86.2,316.2,3.3,0.146,0.59,5.65,32.3,2.2,1.9,1.93,0.02
2021/2/11 23:38,16.7,86.2,325.8,3.63,0.168,0.93,5.41,32.7,1.4,1.9,1.92,0.02
2021/2/11 23:39,16.7,86.2,327.7,3.41,0.178,1.03,5.31,32.4,1,1.9,1.92,0.02
2021/2/11 23:40,16.7,86.3,329,3.33,0.171,1.68,4.98,32.7,2,1.9,1.92,0.02
2021/2/11 23:41,16.7,86.2,341.9,3.73,0.165,1.44,5.07,32.2,1.5,1.91,1.93,0.02
2021/2/11 23:42,16.7,86.3,335.5,3.4,0.199,1.49,5.32,32.6,1.6,1.9,1.92,0.02
2021/2/11 23:43,16.7,86.3,344.8,4.5,0.193,1.37,5.52,32.5,1.2,1.89,1.91,0.02
